Κωδικός Συστήματος,Εμβαδόν,Όροφος,Σύνολο ορόφων,Ασανσέρ,Θέα,Έτος κατασκευής,Έτος ανακαίνισης,Όροφος Ρετιρέ,Ηλικία,Κατάσταση,Ασανσέρ από 3ο
-0.1997859279326696,0.4797096261313545,-1.321907815635244,-0.6424553049330755,0.32522181779399545,0.607492896293956,0.23805415093845017,0.3990421192372865,-0.40201512610368484,0.7186922851800664,1.2475539978067518,-1.3434574979434548
-0.4510200443379979,-0.7829063792671921,-0.8468471943913282,,0.32522181779399545,0.607492896293956,-0.2240266966370452,,-0.40201512610368484,-0.6362193999954686,-0.8317026652045012,-1.3434574979434548
0.20802101555965857,0.576833934238935,1.528455911828251,1.047290154616931,0.32522181779399545,0.607492896293956,-0.3164428661521443,-1.5815693750257978,2.48746859276655,-0.6362193999954686,-0.8317026652045012,0.7443480731848873
0.5143040880445838,-0.1515983765679188,1.0533952905843351,,0.32522181779399545,0.607492896293956,1.9015452022102335,,-0.40201512610368484,2.0736039703556015,1.2475539978067518,0.7443480731848873
0.25186834387699114,-0.7343442252134018,0.5783346693404193,1.047290154616931,0.32522181779399545,0.607492896293956,-0.5012752051823424,,-0.40201512610368484,-0.6362193999954686,-0.8317026652045012,0.7443480731848873
0.15435223014391528,-0.7829063792671921,2.0035165330721667,,0.32522181779399545,0.607492896293956,1.947753286967783,,-0.40201512610368484,2.0736039703556015,1.2475539978067518,0.7443480731848873
0.029801993632895367,-0.9771549954823531,-1.321907815635244,,-3.0748244591432297,-1.6461097835062033,-1.2868126460606846,,-0.40201512610368484,-0.6362193999954686,-0.8317026652045012,-1.3434574979434548
-0.6003619252953106,1.2081419369382083,2.0035165330721667,2.173787127650269,0.32522181779399545,0.607492896293956,1.947753286967783,,-0.40201512610368484,2.0736039703556015,1.2475539978067518,0.7443480731848873
0.8213107335378551,-0.7343442252134018,-0.37178657314741237,-0.07920681841640656,0.32522181779399545,0.607492896293956,0.5153026594837473,,-0.40201512610368484,0.7186922851800664,-0.8317026652045012,0.7443480731848873
-1.4738772007974243,2.9563794828746572,-1.321907815635244,0.4840416681002623,0.32522181779399545,0.607492896293956,0.33047032045354924,0.5790977096248396,-0.40201512610368484,0.7186922851800664,1.2475539978067518,-1.3434574979434548
0.627214965023001,-0.8314685333209824,2.0035165330721667,,0.32522181779399545,-1.6461097835062033,-0.3164428661521443,,-0.40201512610368484,-0.6362193999954686,-0.8317026652045012,0.7443480731848873
-0.6875136031766053,-0.7829063792671921,1.528455911828251,1.047290154616931,0.32522181779399545,0.607492896293956,0.4690945747261978,,2.48746859276655,0.7186922851800664,-0.8317026652045012,0.7443480731848873
0.3708309223797579,-0.49153345494445055,-0.37178657314741237,1.047290154616931,0.32522181779399545,0.607492896293956,-0.5936913746974415,,-0.40201512610368484,-0.6362193999954686,-0.8317026652045012,0.7443480731848873
0.9874155885199274,-0.7343442252134018,1.528455911828251,,0.32522181779399545,0.607492896293956,-0.9171479680002882,0.3090143240435099,-0.40201512610368484,-0.6362193999954686,1.2475539978067518,0.7443480731848873
